flight_id,avg_boarding_no
3511,126.00
14571,126.00
14584,125.50
3491,125.00
5249,125.00
9938,125.00
266,124.50
9931,124.50
7717,124.00
7719,123.50
7727,123.50
3512,123.00
7763,123.00
3473,122.50
5337,122.50
9875,122.50
14561,122.50
30629,122.00
7768,121.00
9922,120.50
7723,120.00
9870,116.50
10881,116.50
5271,116.00
14546,116.00
255,115.00
5309,115.00
278,114.50
9934,114.50
9893,113.50
5345,112.50
288,112.00
245,111.50
251,111.50
5352,110.50
2354,109.50
5265,109.50
2329,108.50
2330,108.50
5297,108.50
277,107.00
26162,107.00
2322,106.00
2325,106.00
2332,106.00
26168,106.00
2338,105.00
2351,105.00
2348,104.50
2355,104.50
26157,104.50
26173,104.50
26201,104.50
26172,104.00
26216,104.00
5247,103.50
14548,103.50
2349,103.00
26204,102.50
2169,102.00
2336,102.00
2373,102.00
26158,102.00
26184,102.00
26198,102.00
2326,101.50
2356,101.50
2358,101.50
2343,101.00
26181,100.50
26189,100.50
30606,100.50
26194,99.50
26200,99.50
26202,99.50
2134,99.00
26208,99.00
2346,98.50
5305,98.50
26178,98.50
5260,98.00
5274,98.00
24122,98.00
2319,97.50
30556,97.50
2168,97.00
10930,97.00
24095,97.00
26209,96.50
5304,95.50
14585,95.50
5278,95.00
9914,95.00
2127,94.50
24103,94.50
24119,93.50
2154,93.00
2120,92.50
2166,92.50
5302,92.50
13488,92.50
2376,92.00
13497,92.00
30537,92.00
5286,91.50
5526,91.50
5544,91.50
24130,91.00
5486,90.50
13458,90.50
24110,90.50
24113,90.50
2124,90.00
2148,90.00
5488,90.00
30516,90.00
5521,89.50
24121,89.50
24126,89.50
2365,88.50
13483,88.50
13500,88.50
2156,88.00
2350,88.00
5494,88.00
26179,88.00
2125,87.50
2139,87.50
2146,87.50
2147,87.50
2160,87.50
9846,87.50
2115,87.00
2131,87.00
4693,87.00
4751,87.00
5514,87.00
5516,87.00
13476,87.00
24098,87.00
24140,87.00
2138,86.50
4723,86.50
12680,86.50
13494,86.50
4715,86.00
5499,86.00
24086,86.00
30555,86.00
474,85.50
3297,85.50
3319,85.50
3358,85.50
4951,85.50
4957,85.50
4962,85.50
4982,85.50
4989,85.50
5027,85.50
5035,85.50
5048,85.50
5053,85.50
5074,85.50
5088,85.50
5119,85.50
5126,85.50
5135,85.50
5152,85.50
5160,85.50
5170,85.50
5177,85.50
5190,85.50
5197,85.50
5225,85.50
5492,85.50
2114,85.00
3252,85.00
4737,85.00
4746,85.00
4977,85.00
5004,85.00
5016,85.00
5064,85.00
5130,85.00
5141,85.00
5146,85.00
5204,85.00
5208,85.00
10911,85.00
13501,85.00
3232,84.50
3251,84.50
3334,84.50
3382,84.50
5021,84.50
5546,84.50
13444,84.50
24131,84.50
30526,84.50
30525,84.00
4706,84.00
4712,84.00
5501,84.00
13491,84.00
24096,84.00
24109,84.00
24123,84.00
365,83.50
4705,83.50
4709,83.50
4713,83.50
5509,83.50
5523,83.50
12657,83.50
13464,83.50
17027,83.50
30563,83.50
2126,83.00
3237,83.00
3278,83.00
5504,83.00
5528,83.00
2130,82.50
3257,82.50
3269,82.50
3293,82.50
3349,82.50
3367,82.50
4718,82.50
4720,82.50
5254,82.50
13468,82.50
3225,82.00
3391,82.00
5520,82.00
8532,82.00
3226,81.50
4730,81.50
4741,81.50
17030,81.50
24088,81.50
26163,81.50
30547,81.50
30567,81.50
351,81.00
2362,81.00
4696,81.00
4703,81.00
4729,81.00
4749,81.00
5524,81.00
24100,81.00
25214,81.00
313,80.50
4710,80.50
4717,80.50
4721,80.50
8357,80.50
12676,80.50
13487,80.50
25256,80.50
30544,80.50
3325,80.00
4701,80.00
9285,80.00
13502,80.00
25261,80.00
3394,79.50
4714,79.50
4727,79.50
4736,79.50
8462,79.50
8522,79.50
9326,79.50
25241,79.50
8582,79.00
13466,79.00
13492,79.00
24093,79.00
25212,79.00
479,78.50
1063,78.50
8447,78.50
8552,78.50
8627,78.50
8640,78.50
9295,78.50
9298,78.50
13454,78.50
25245,78.50
30602,78.50
355,78.00
4742,78.00
10892,78.00
12699,78.00
4732,77.50
8402,77.50
24099,77.50
24137,77.50
30561,77.50
332,77.00
5503,77.00
8432,77.00
8497,77.00
8567,77.00
8607,77.00
8637,77.00
10901,77.00
25244,77.00
356,76.50
470,76.50
2161,76.50
2331,76.50
5354,76.50
5515,76.50
8487,76.50
312,76.00
346,76.00
1062,76.00
8555,76.00
9310,76.00
9324,76.00
12643,76.00
12644,76.00
26249,76.00
30560,76.00
30527,75.50
462,75.50
4724,75.50
8417,75.50
9303,75.50
9906,75.50
11577,75.50
308,75.00
8382,75.00
8595,75.00
9318,75.00
9325,75.00
11565,75.00
11572,75.00
25234,75.00
30543,75.00
30568,75.00
458,74.50
473,74.50
1072,74.50
1079,74.50
4725,74.50
9289,74.50
9309,74.50
9329,74.50
11563,74.50
11593,74.50
321,74.00
441,74.00
476,74.00
3398,74.00
5497,74.00
8335,74.00
9274,74.00
9845,74.00
11562,74.00
11580,74.00
13443,74.00
24132,74.00
26188,74.00
306,73.50
317,73.50
342,73.50
1045,73.50
2116,73.50
3377,73.50
8263,73.50
9278,73.50
10926,73.50
11576,73.50
11596,73.50
11612,73.50
12668,73.50
13448,73.50
2335,73.00
8367,73.00
9313,73.00
9340,73.00
10920,73.00
11607,73.00
25246,73.00
25250,73.00
339,72.50
357,72.50
453,72.50
480,72.50
1078,72.50
1097,72.50
7996,72.50
8188,72.50
8218,72.50
9269,72.50
9280,72.50
9281,72.50
9297,72.50
11575,72.50
11601,72.50
26250,72.50
30550,72.50
335,72.00
442,72.00
8202,72.00
8220,72.00
8326,72.00
9299,72.00
11616,72.00
17056,72.00
1089,71.50
8173,71.50
9306,71.50
11610,71.50
12673,71.50
25259,71.50
26243,71.50
26252,71.50
430,71.00
2324,71.00
2361,71.00
8192,71.00
8198,71.00
8201,71.00
8231,71.00
10928,71.00
11618,71.00
12663,71.00
26265,71.00
30565,71.00
429,70.50
1051,70.50
2112,70.50
2118,70.50
7947,70.50
8172,70.50
8221,70.50
9873,70.50
26228,70.50
1061,70.00
5527,70.00
8018,70.00
8171,70.00
8239,70.00
9316,70.00
11578,70.00
13472,70.00
25222,70.00
25267,70.00
30549,70.00
434,69.50
435,69.50
8370,69.50
9338,69.50
11600,69.50
17044,69.50
17075,69.50
328,69.00
1086,69.00
9308,69.00
12678,69.00
12696,69.00
17060,69.00
26261,69.00
469,68.50
1060,68.50
1071,68.50
9311,68.50
9328,68.50
9373,68.50
9380,68.50
17037,68.50
17050,68.50
17055,68.50
25217,68.50
30572,68.50
2370,68.00
8069,68.00
8179,68.00
9388,68.00
9389,68.00
12659,68.00
17079,68.00
1094,67.50
8159,67.50
9272,67.50
9276,67.50
9319,67.50
10910,67.50
12697,67.50
13485,67.50
17048,67.50
25238,67.50
307,67.00
362,67.00
364,67.00
482,67.00
1049,67.00
3341,67.00
5229,67.00
7941,67.00
8282,67.00
9360,67.00
12646,67.00
17070,67.00
25226,67.00
26226,67.00
324,66.50
436,66.50
1040,66.50
1067,66.50
2342,66.50
5542,66.50
8203,66.50
9290,66.50
9333,66.50
9834,66.50
17039,66.50
17069,66.50
25248,66.50
433,66.00
3359,66.00
5046,66.00
7930,66.00
8115,66.00
8236,66.00
9284,66.00
17023,66.00
4953,65.50
5149,65.50
5434,65.50
7079,65.50
7089,65.50
8166,65.50
9344,65.50
11102,65.50
11119,65.50
11130,65.50
12806,65.50
13471,65.50
17066,65.50
17110,65.50
17113,65.50
17115,65.50
17129,65.50
25920,65.50
26240,65.50
26251,65.50
26934,65.50
30639,65.50
30674,65.50
30517,65.00
7942,65.00
9334,65.00
11105,65.00
11110,65.00
11122,65.00
11585,65.00
12965,65.00
12966,65.00
12975,65.00
12977,65.00
13001,65.00
13002,65.00
17108,65.00
17109,65.00
21013,65.00
26267,65.00
2323,64.50
5459,64.50
5470,64.50
5472,64.50
5477,64.50
7062,64.50
8082,64.50
8226,64.50
11073,64.50
11084,64.50
11093,64.50
11127,64.50
12794,64.50
12802,64.50
12967,64.50
12990,64.50
17043,64.50
17102,64.50
17137,64.50
24236,64.50
30520,64.50
30668,64.50
26887,64.00
30636,64.00
30653,64.00
30681,64.00
1068,64.00
5428,64.00
5432,64.00
5461,64.00
6393,64.00
8334,64.00
11077,64.00
11106,64.00
11121,64.00
12814,64.00
12954,64.00
12958,64.00
17131,64.00
74,63.50
4980,63.50
5162,63.50
5439,63.50
5448,63.50
7055,63.50
7078,63.50
8055,63.50
8323,63.50
9841,63.50
9861,63.50
9880,63.50
9935,63.50
10895,63.50
11089,63.50
11090,63.50
11098,63.50
11125,63.50
12688,63.50
12693,63.50
12953,63.50
17122,63.50
21022,63.50
26890,63.50
30638,63.50
30663,63.50
26901,63.00
26907,63.00
30580,63.00
30664,63.00
30688,63.00
2152,63.00
5449,63.00
9858,63.00
11104,63.00
12684,63.00
12795,63.00
12810,63.00
14586,63.00
17062,63.00
17099,63.00
26274,63.00
447,62.50
1057,62.50
4975,62.50
5203,62.50
5452,62.50
5469,62.50
5479,62.50
6368,62.50
7049,62.50
7071,62.50
8031,62.50
8141,62.50
8167,62.50
8205,62.50
9378,62.50
11111,62.50
12652,62.50
12779,62.50
17026,62.50
17096,62.50
17133,62.50
21028,62.50
24277,62.50
25208,62.50
26268,62.50
26920,62.50
26922,62.50
30689,62.50
30669,62.00
3320,62.00
5427,62.00
5482,62.00
7035,62.00
7059,62.00
7076,62.00
7953,62.00
11103,62.00
17022,62.00
17101,62.00
17120,62.00
455,61.50
5090,61.50
5465,61.50
6388,61.50
7040,61.50
7050,61.50
7053,61.50
8006,61.50
8210,61.50
9377,61.50
9386,61.50
17053,61.50
17095,61.50
25926,61.50
26931,61.50
30657,61.50
30651,61.00
30658,61.00
30660,61.00
30672,61.00
30678,61.00
2113,61.00
2153,61.00
2157,61.00
5133,61.00
6359,61.00
7044,61.00
7960,61.00
8011,61.00
8420,61.00
9362,61.00
12665,61.00
12800,61.00
12963,61.00
26270,61.00
1064,60.50
2140,60.50
2142,60.50
5453,60.50
6360,60.50
6417,60.50
7988,60.50
11074,60.50
12642,60.50
20995,60.50
21016,60.50
26192,60.50
30659,60.50
30570,60.00
30645,60.00
30670,60.00
30691,60.00
30695,60.00
1065,60.00
4964,60.00
5031,60.00
5060,60.00
5430,60.00
6367,60.00
6371,60.00
7034,60.00
7985,60.00
8089,60.00
8385,60.00
17038,60.00
17047,60.00
17087,60.00
21038,60.00
24233,60.00
25242,60.00
25918,60.00
26220,60.00
3282,59.50
6357,59.50
7037,59.50
7042,59.50
7043,59.50
7061,59.50
7080,59.50
8170,59.50
8248,59.50
9382,59.50
12692,59.50
12984,59.50
13005,59.50
17059,59.50
17100,59.50
24091,59.50
26892,59.50
26908,59.50
30649,59.50
30675,59.50
30684,59.50
26924,59.00
30677,59.00
315,59.00
461,59.00
5117,59.00
5193,59.00
5464,59.00
6379,59.00
6413,59.00
7077,59.00
7935,59.00
8078,59.00
9341,59.00
9354,59.00
9361,59.00
11095,59.00
12813,59.00
20996,59.00
20997,59.00
24246,59.00
25925,59.00
26244,59.00
26259,59.00
5139,58.50
5145,58.50
5545,58.50
6390,58.50
7926,58.50
8041,58.50
8128,58.50
10075,58.50
12782,58.50
17019,58.50
21033,58.50
26906,58.50
30673,58.50
25,58.00
1529,58.00
5150,58.00
5468,58.00
6398,58.00
6408,58.00
8122,58.00
9390,58.00
10073,58.00
10113,58.00
11091,58.00
12768,58.00
17140,58.00
21007,58.00
24282,58.00
25929,58.00
26207,58.00
26246,58.00
125,57.50
471,57.50
4987,57.50
6399,57.50
7918,57.50
8287,57.50
9381,57.50
10068,57.50
11096,57.50
11582,57.50
12649,57.50
12778,57.50
12785,57.50
12793,57.50
12955,57.50
21012,57.50
25954,57.50
26909,57.50
26912,57.50
30603,57.50
30683,57.50
141,57.00
438,57.00
5426,57.00
5458,57.00
8073,57.00
8097,57.00
9348,57.00
10096,57.00
14641,57.00
17034,57.00
24251,57.00
25922,57.00
25934,57.00
25953,57.00
3229,56.50
3264,56.50
5483,56.50
10119,56.50
11081,56.50
11108,56.50
11115,56.50
21031,56.50
25229,56.50
26915,56.50
26939,56.00
5062,56.00
5517,56.00
5549,56.00
7066,56.00
8184,56.00
10070,56.00
11117,56.00
12970,56.00
17040,56.00
17071,56.00
21027,56.00
24288,56.00
25935,56.00
9879,55.50
11867,55.50
11869,55.50
12783,55.50
12982,55.50
17031,55.50
17067,55.50
21025,55.50
25307,55.50
25910,55.50
25948,55.50
30652,55.50
175,55.00
3246,55.00
6410,55.00
7064,55.00
11079,55.00
11083,55.00
14613,55.00
24237,55.00
25251,55.00
25286,55.00
25908,55.00
1503,54.50
1531,54.50
5029,54.50
5551,54.50
6383,54.50
6406,54.50
9385,54.50
11864,54.50
12811,54.50
12824,54.50
14595,54.50
14625,54.50
20991,54.50
24261,54.50
25279,54.50
26905,54.50
92,54.00
1527,54.00
5507,54.00
5563,54.00
5595,54.00
6409,54.00
7029,54.00
9829,54.00
10087,54.00
10116,54.00
13461,54.00
13840,54.00
14617,54.00
17097,54.00
21000,54.00
25298,54.00
25943,54.00
25964,54.00
207,53.50
1514,53.50
1526,53.50
1537,53.50
3299,53.50
5584,53.50
6375,53.50
7998,53.50
9936,53.50
11583,53.50
11887,53.50
12770,53.50
13007,53.50
14621,53.50
14644,53.50
20148,53.50
21037,53.50
24286,53.50
25952,53.50
26883,53.50
26893,53.50
26903,53.50
29239,53.00
47,53.00
451,53.00
5496,53.00
5552,53.00
6403,53.00
11865,53.00
11871,53.00
12690,53.00
13831,53.00
13875,53.00
14616,53.00
14618,53.00
14632,53.00
14634,53.00
14642,53.00
24241,53.00
25274,53.00
25319,53.00
26234,53.00
91,52.50
114,52.50
1483,52.50
1493,52.50
1512,52.50
5593,52.50
6385,52.50
9332,52.50
9356,52.50
9883,52.50
11886,52.50
13842,52.50
14553,52.50
14603,52.50
14629,52.50
14647,52.50
14649,52.50
20126,52.50
21040,52.50
24242,52.50
24266,52.50
25931,52.50
85,52.00
113,52.00
193,52.00
5431,52.00
5558,52.00
10081,52.00
10106,52.00
10110,52.00
11844,52.00
11851,52.00
11854,52.00
12821,52.00
12988,52.00
13862,52.00
20132,52.00
25273,52.00
25284,52.00
25306,52.00
25310,52.00
25316,52.00
25318,52.00
26227,52.00
208,51.50
1539,51.50
5565,51.50
5592,51.50
9374,51.50
11112,51.50
13845,51.50
13856,51.50
13879,51.50
14597,51.50
14607,51.50
20106,51.50
20109,51.50
25309,51.50
25946,51.50
2,51.00
17,51.00
1487,51.00
9347,51.00
13859,51.00
13869,51.00
13883,51.00
14614,51.00
14639,51.00
21019,51.00
24143,51.00
24263,51.00
25927,51.00
25960,51.00
37,50.50
159,50.50
223,50.50
320,50.50
1495,50.50
1540,50.50
5435,50.50
5531,50.50
5574,50.50
5591,50.50
7031,50.50
7968,50.50
9929,50.50
10117,50.50
11877,50.50
12962,50.50
13855,50.50
14596,50.50
14601,50.50
14602,50.50
14612,50.50
14628,50.50
14631,50.50
14640,50.50
20101,50.50
25930,50.50
108,50.00
5132,50.00
5436,50.00
5575,50.00
8380,50.00
9379,50.00
10077,50.00
10103,50.00
11837,50.00
11848,50.00
11860,50.00
11885,50.00
11891,50.00
13450,50.00
14624,50.00
14645,50.00
14646,50.00
14650,50.00
20140,50.00
24235,50.00
24245,50.00
25269,50.00
25289,50.00
36,49.50
52,49.50
1482,49.50
5462,49.50
5474,49.50
5599,49.50
7036,49.50
7038,49.50
9364,49.50
10080,49.50
11853,49.50
11874,49.50
12968,49.50
20160,49.50
20994,49.50
25295,49.50
25299,49.50
25944,49.50
25962,49.50
30594,49.50
27633,49.00
28691,49.00
28921,49.00
28926,49.00
28933,49.00
29145,49.00
29234,49.00
29913,49.00
29914,49.00
29942,49.00
29968,49.00
29999,49.00
30018,49.00
30073,49.00
30084,49.00
31240,49.00
31241,49.00
3,49.00
46,49.00
75,49.00
142,49.00
160,49.00
194,49.00
385,49.00
396,49.00
443,49.00
475,49.00
1324,49.00
1491,49.00
1501,49.00
1842,49.00
5456,49.00
5564,49.00
5581,49.00
5627,49.00
5643,49.00
6758,49.00
6766,49.00
7054,49.00
7057,49.00
7339,49.00
9521,49.00
10588,49.00
11882,49.00
12041,49.00
12188,49.00
13878,49.00
15356,49.00
15374,49.00
15387,49.00
20104,49.00
21060,49.00
21071,49.00
21102,49.00
24268,49.00
24278,49.00
24610,49.00
25293,49.00
26233,49.00
18,48.50
422,48.50
2267,48.50
2305,48.50
4695,48.50
5619,48.50
5665,48.50
6751,48.50
7070,48.50
7072,48.50
7153,48.50
7164,48.50
7302,48.50
7312,48.50
7327,48.50
8647,48.50
10088,48.50
10607,48.50
10630,48.50
10652,48.50
10690,48.50
12156,48.50
13847,48.50
15313,48.50
15338,48.50
15366,48.50
15378,48.50
17081,48.50
20151,48.50
21029,48.50
21069,48.50
21110,48.50
27637,48.50
28647,48.50
28909,48.50
29141,48.50
29189,48.50
29916,48.50
29921,48.50
29990,48.50
29992,48.50
29996,48.50
29998,48.50
30008,48.50
30012,48.50
30017,48.50
30037,48.50
30047,48.50
31228,48.50
31261,48.50
31275,48.50
26688,48.00
28537,48.00
28590,48.00
28646,48.00
28696,48.00
29927,48.00
30595,48.00
31221,48.00
31236,48.00
31254,48.00
126,48.00
224,48.00
1066,48.00
1319,48.00
1675,48.00
1678,48.00
5597,48.00
5610,48.00
5666,48.00
6300,48.00
6386,48.00
7156,48.00
7305,48.00
7309,48.00
7342,48.00
7346,48.00
7372,48.00
9568,48.00
10064,48.00
10659,48.00
10691,48.00
10700,48.00
11597,48.00
11888,48.00
12081,48.00
13843,48.00
15348,48.00
15385,48.00
20105,48.00
20145,48.00
20986,48.00
21724,48.00
21745,48.00
25817,48.00
25956,48.00
2262,47.50
2263,47.50
5425,47.50
5554,47.50
5605,47.50
5624,47.50
5648,47.50
5663,47.50
5664,47.50
6720,47.50
6739,47.50
6741,47.50
7326,47.50
7363,47.50
8570,47.50
9515,47.50
9547,47.50
9552,47.50
9569,47.50
10066,47.50
10567,47.50
10595,47.50
10676,47.50
12194,47.50
12769,47.50
13482,47.50
20113,47.50
20119,47.50
20143,47.50
20156,47.50
21074,47.50
21091,47.50
25276,47.50
25631,47.50
25872,47.50
25949,47.50
26531,47.50
28650,47.50
28662,47.50
28668,47.50
28675,47.50
29950,47.50
30585,47.50
31230,47.50
31255,47.50
31258,47.50
31274,47.50
28561,47.00
28707,47.00
28708,47.00
28923,47.00
31229,47.00
31265,47.00
31277,47.00
412,47.00
3316,47.00
5493,47.00
5637,47.00
6712,47.00
7427,47.00
8600,47.00
9352,47.00
9533,47.00
9559,47.00
10645,47.00
10665,47.00
10694,47.00
12169,47.00
20125,47.00
27,46.50
183,46.50
440,46.50
1310,46.50
1342,46.50
1484,46.50
2288,46.50
5505,46.50
5570,46.50
5590,46.50
5628,46.50
5642,46.50
6243,46.50
7308,46.50
7337,46.50
7438,46.50
8455,46.50
8490,46.50
10615,46.50
10662,46.50
10667,46.50
10703,46.50
10728,46.50
11948,46.50
12077,46.50
12082,46.50
12185,46.50
13876,46.50
15376,46.50
15382,46.50
20390,46.50
24586,46.50
25839,46.50
25907,46.50
25933,46.50
26503,46.50
28549,46.50
28582,46.50
28595,46.50
28626,46.50
28721,46.50
28765,46.50
30589,46.50
30625,46.50
31232,46.50
31233,46.50
31264,46.50
26687,46.00
26695,46.00
26921,46.00
28530,46.00
28598,46.00
28613,46.00
28642,46.00
28710,46.00
28728,46.00
29148,46.00
29221,46.00
30064,46.00
31253,46.00
86,46.00
1490,46.00
1530,46.00
2291,46.00
2303,46.00
5651,46.00
6238,46.00
6297,46.00
6321,46.00
6330,46.00
6347,46.00
6713,46.00
6719,46.00
6730,46.00
7294,46.00
7311,46.00
7402,46.00
8431,46.00
8515,46.00
8520,46.00
8556,46.00
10063,46.00
10593,46.00
10616,46.00
10672,46.00
10681,46.00
10715,46.00
10723,46.00
11188,46.00
11199,46.00
12033,46.00
12160,46.00
12214,46.00
12980,46.00
14991,46.00
20149,46.00
20386,46.00
21082,46.00
21083,46.00
25573,46.00
25575,46.00
25576,46.00
25577,46.00
25618,46.00
25941,46.00
26,45.50
53,45.50
229,45.50
371,45.50
465,45.50
1786,45.50
2270,45.50
2272,45.50
2281,45.50
2772,45.50
2793,45.50
2807,45.50
5014,45.50
5649,45.50
5657,45.50
7295,45.50
7297,45.50
7299,45.50
7348,45.50
7396,45.50
8415,45.50
9519,45.50
9555,45.50
9565,45.50
10725,45.50
11925,45.50
13857,45.50
15343,45.50
15388,45.50
15424,45.50
15439,45.50
20253,45.50
20937,45.50
21057,45.50
21703,45.50
24568,45.50
24580,45.50
24599,45.50
24602,45.50
24873,45.50
25588,45.50
25593,45.50
25597,45.50
25601,45.50
25630,45.50
25860,45.50
25921,45.50
26511,45.50
26544,45.50
26679,45.50
27007,45.50
28569,45.50
28632,45.50
28688,45.50
28693,45.50
28704,45.50
28745,45.50
28753,45.50
28769,45.50
28941,45.50
29219,45.50
31224,45.50
31235,45.50
31239,45.50
31248,45.50
31279,45.50
26983,45.00
26992,45.00
28532,45.00
28545,45.00
28550,45.00
28557,45.00
28570,45.00
28635,45.00
28661,45.00
28746,45.00
28751,45.00
28958,45.00
29187,45.00
31227,45.00
31245,45.00
31249,45.00
67,45.00
109,45.00
182,45.00
209,45.00
487,45.00
1498,45.00
1641,45.00
1656,45.00
2265,45.00
2817,45.00
3062,45.00
5631,45.00
6273,45.00
6281,45.00
6318,45.00
6349,45.00
6722,45.00
6728,45.00
6843,45.00
7293,45.00
7350,45.00
7425,45.00
9545,45.00
10564,45.00
10635,45.00
10730,45.00
11603,45.00
12060,45.00
12088,45.00
15367,45.00
19945,45.00
20269,45.00
20281,45.00
20303,45.00
20309,45.00
20384,45.00
20917,45.00
21085,45.00
21738,45.00
21759,45.00
24573,45.00
24600,45.00
25323,45.00
26183,45.00
129,44.50
1688,44.50
1828,44.50
1857,44.50
2283,44.50
2284,44.50
2784,44.50
2801,44.50
5006,44.50
5667,44.50
6729,44.50
7317,44.50
7439,44.50
7450,44.50
7586,44.50
8328,44.50
8540,44.50
8606,44.50
9359,44.50
9518,44.50
9541,44.50
10569,44.50
10683,44.50
10711,44.50
10712,44.50
12157,44.50
13463,44.50
14972,44.50
14983,44.50
14985,44.50
14990,44.50
15008,44.50
15384,44.50
15435,44.50
21667,44.50
21691,44.50
21715,44.50
21765,44.50
24571,44.50
24575,44.50
24576,44.50
24823,44.50
24855,44.50
24865,44.50
25586,44.50
25623,44.50
25865,44.50
25957,44.50
26692,44.50
26701,44.50
26713,44.50
27016,44.50
28554,44.50
28596,44.50
28601,44.50
28636,44.50
28673,44.50
29939,44.50
30347,44.50
31262,44.50
28573,44.00
28719,44.00
28743,44.00
29163,44.00
31237,44.00
372,44.00
1515,44.00
1676,44.00
1870,44.00
1881,44.00
2259,44.00
5548,44.00
5640,44.00
6327,44.00
6378,44.00
6764,44.00
7291,44.00
7292,44.00
7331,44.00
7349,44.00
7447,44.00
7449,44.00
7640,44.00
9598,44.00
11918,44.00
11947,44.00
11971,44.00
12034,44.00
12165,44.00
13832,44.00
14971,44.00
14994,44.00
14999,44.00
15010,44.00
15019,44.00
15436,44.00
18234,44.00
20292,44.00
20357,44.00
20402,44.00
20953,44.00
21697,44.00
21740,44.00
24856,44.00
25604,44.00
25629,44.00
26508,44.00
26537,44.00
176,43.50
1687,43.50
1689,43.50
1694,43.50
1818,43.50
2297,43.50
2766,43.50
5576,43.50
6258,43.50
6303,43.50
6314,43.50
7310,43.50
7379,43.50
7395,43.50
7430,43.50
7446,43.50
7462,43.50
7572,43.50
7643,43.50
7679,43.50
7683,43.50
8461,43.50
8597,43.50
9558,43.50
9891,43.50
10732,43.50
11015,43.50
12093,43.50
12212,43.50
15332,43.50
15429,43.50
19948,43.50
20302,43.50
20955,43.50
21052,43.50
21067,43.50
21696,43.50
21698,43.50
21743,43.50
21754,43.50
21776,43.50
22520,43.50
24085,43.50
24567,43.50
24616,43.50
24850,43.50
24871,43.50
25864,43.50
25867,43.50
25869,43.50
25877,43.50
26966,43.50
26980,43.50
26993,43.50
28586,43.50
28621,43.50
28669,43.50
28757,43.50
28759,43.50
29160,43.50
29170,43.50
29195,43.50
26725,43.00
26991,43.00
28535,43.00
28542,43.00
28563,43.00
28658,43.00
28737,43.00
28752,43.00
28755,43.00
28763,43.00
28938,43.00
29177,43.00
21,43.00
87,43.00
239,43.00
377,43.00
383,43.00
403,43.00
405,43.00
1367,43.00
1586,43.00
1848,43.00
1884,43.00
2313,43.00
2777,43.00
6260,43.00
6342,43.00
6754,43.00
7296,43.00
7316,43.00
7368,43.00
7383,43.00
7428,43.00
7437,43.00
7546,43.00
7595,43.00
